,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
323,AGRO,ADECOAGRO S.A.,stocks,us,XNYS,CS,True,usd,0001499505,,,2022-12-15T00:00:00Z
324,AGRX,"Agile Therapeutics, Inc",stocks,us,XNAS,CS,True,usd,0001261249,BBG000PZHFB0,BBG001T90960,2022-12-15T00:00:00Z
325,AGS,"PlayAGS, Inc.",stocks,us,XNYS,CS,True,usd,0001593548,BBG00JKZKM07,BBG00JKZKM16,2022-12-15T00:00:00Z
326,AGTI,"Agiliti, Inc.",stocks,us,XNYS,CS,True,usd,0001749704,BBG00LQ2B3V7,BBG00LQ2B4L6,2022-12-15T00:00:00Z
327,AGX,"Argan, Inc",stocks,us,XNYS,CS,True,usd,0000100591,BBG000K4J3T0,BBG001SJP7D8,2022-12-15T00:00:00Z
328,AGYS,"Agilysys, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0000078749,BBG000BR74W6,BBG001S5V6V3,2022-12-15T00:00:00Z
329,AGZ,iShares Agency Bond ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000G03TV0,BBG001T2RRQ4,2022-12-15T00:00:00Z
330,AGZD,WisdomTree Trust WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,stocks,us,XNAS,ETF,True,usd,0001350487,BBG005Q26B40,BBG005Q26B59,2022-12-15T00:00:00Z
331,AHCO,AdaptHealth Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001725255,BBG00KJQVGV3,BBG00KJQVGW2,2022-12-15T00:00:00Z
332,AHG,Akso Health Group ADS,stocks,us,XNAS,ADRC,True,usd,0001702318,BBG00HVQFMZ7,BBG00HVQFN03,2022-12-15T00:00:00Z
333,AHH,"Armada Hoffler Properties, Inc.",stocks,us,XNYS,CS,True,usd,0001569187,BBG004CYX1M0,BBG004CYX1N9,2022-12-15T00:00:00Z
334,AHHX,Adaptive High Income ETF,stocks,us,ARCX,ETF,True,usd,,BBG01334TNM4,BBG01334TPG6,2022-12-15T00:00:00Z
335,AHHpA,"Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001569187,,,2022-12-15T00:00:00Z
336,AHI,Advanced Human Imaging Limited. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001815436,BBG012BFPRC8,BBG012BFPS72,2022-12-15T00:00:00Z
337,AHLpC,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,stocks,us,XNYS,PFD,True,usd,0001267395,,,2022-12-15T00:00:00Z
338,AHLpD,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,stocks,us,XNYS,PFD,True,usd,0001267395,,,2022-12-15T00:00:00Z
339,AHLpE,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",stocks,us,XNYS,PFD,True,usd,0001267395,,,2022-12-15T00:00:00Z
340,AHOY,Newday Ocean Health ETF,stocks,us,ARCX,ETF,True,usd,,BBG017ZJH2S0,BBG017ZJH3Y1,2022-12-15T00:00:00Z
341,AHPI,Allied Healthcare Products,stocks,us,XNAS,CS,True,usd,0000874710,BBG000C2RD58,BBG001S6DCD8,2022-12-15T00:00:00Z
342,AHRN,Ahren Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001856696,,,2022-12-15T00:00:00Z
343,AHRNU,Ahren Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001856696,,,2022-12-15T00:00:00Z
344,AHRNW,Ahren Acquisition Corp. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001856696,,,2022-12-15T00:00:00Z
345,AHT,"Ashford Hospitality Trust, Inc.",stocks,us,XNYS,CS,True,usd,0001232582,BBG000PRZVD1,BBG001SLQ6G1,2022-12-15T00:00:00Z
346,AHTpD,"Ashford Hospitality Trust, Inc. 8.45% Series D",stocks,us,XNYS,PFD,True,usd,0001232582,,,2022-12-15T00:00:00Z
347,AHTpF,"Ashford Hospitality Trust, Inc.",stocks,us,XNYS,PFD,True,usd,0001232582,,,2022-12-15T00:00:00Z
348,AHTpG,"Ashford Hospitality Trust, Inc   7.375% Series G Cumulative Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001232582,,,2022-12-15T00:00:00Z
349,AHTpH,"Ashford Hospitality Trust, Inc. 7.50 Percent Series H Cumulative Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001232582,,,2022-12-15T00:00:00Z
350,AHTpI,"Ashford Hospitality Trust, Inc. 7.50% Series I Cumulative Preferred Stock",stocks,us,XNYS,PFD,True,usd,0001232582,,,2022-12-15T00:00:00Z
351,AHYB,American Century Select High Yield ETF,stocks,us,ARCX,ETF,True,usd,0001481714,BBG013HJSPQ8,BBG013HJSQK2,2022-12-15T00:00:00Z
352,AI,"C3.ai, Inc.",stocks,us,XNYS,CS,True,usd,0001577526,BBG00Y6G6X31,BBG00Y6G6Y84,2022-12-15T00:00:00Z
353,AIA,iShares Asia 50 ETF,stocks,us,XNAS,ETF,True,usd,0001100663,BBG000TVYW56,BBG001T0LKC4,2022-12-15T00:00:00Z
354,AIB,AIB Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001882963,,,2022-12-15T00:00:00Z
355,AIBBR,AIB Acquisition Corporation Right,stocks,us,XNAS,RIGHT,True,usd,0001882963,,,2022-12-15T00:00:00Z
356,AIBBU,AIB Acquisition Corporation Unit,stocks,us,XNAS,UNIT,True,usd,0001882963,,,2022-12-15T00:00:00Z
357,AIC,Arlington Asset Investment Corp.,stocks,us,XNYS,SP,True,usd,0001209028,,,2022-12-15T00:00:00Z
358,AIEQ,AI Powered Equity ETF,stocks,us,ARCX,ETF,True,usd,,BBG00HZ6J8L9,BBG00HZ6J991,2022-12-15T00:00:00Z
359,AIF,Apollo Tactical Income Fund Inc.,stocks,us,XNYS,FUND,True,usd,0001526697,BBG003NQ4B47,BBG003NQ4BY4,2022-12-15T00:00:00Z
360,AIG,"American International Group, Inc.",stocks,us,XNYS,CS,True,usd,0000005272,BBG000BBDZG3,BBG001S5NJG1,2022-12-15T00:00:00Z
361,AIGpA,"American International Group, Inc. Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock",stocks,us,XNYS,PFD,True,usd,0000005272,,,2022-12-15T00:00:00Z
362,AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001757143,BBG00QG40Q17,BBG00QG40QS8,2022-12-15T00:00:00Z
363,AIHS,Senmiao Technology Limited Common Stock,stocks,us,XNAS,CS,True,usd,0001711012,BBG00J3Q25V9,BBG00J3Q26K9,2022-12-15T00:00:00Z
364,AIKI,AIkido Pharma Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000012239,BBG000F2PXX2,BBG001S9BVW1,2022-12-15T00:00:00Z
365,AILG,Alpha Intelligent - Large Cap Growth ETF,stocks,us,ARCX,ETF,True,usd,0001776878,BBG013V25KK1,BBG013V25LD7,2022-12-15T00:00:00Z
366,AILV,Alpha Intelligent - Large Cap Value ETF,stocks,us,ARCX,ETF,True,usd,0001776878,BBG013V24G67,BBG013V24H10,2022-12-15T00:00:00Z
367,AIM,AIM ImmunoTech Inc.,stocks,us,XASE,CS,True,usd,0000946644,BBG000JL6Z80,BBG001SB9J29,2022-12-15T00:00:00Z
368,AIMAU,Aimfinity Investment Corp. I Unit,stocks,us,XNAS,UNIT,True,usd,0001903464,,,2022-12-15T00:00:00Z
369,AIMAW,Aimfinity Investment Corp. I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001903464,,,2022-12-15T00:00:00Z
370,AIMBU,Aimfinity Investment Corp. I Subunit,stocks,us,XNAS,UNIT,True,usd,0001903464,,,2022-12-15T00:00:00Z
371,AIMC,Altra Industrial Motion Corp.,stocks,us,XNAS,CS,True,usd,0001374535,BBG000Q26KW0,BBG001SRNL96,2022-12-15T00:00:00Z
372,AIMD,"Ainos, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001014763,BBG000H6PLR4,BBG001S965R0,2022-12-15T00:00:00Z
373,AIMDW,"Ainos, Inc. Warrants",stocks,us,XNAS,WARRANT,True,usd,0001014763,BBG019232J79,,2022-12-15T00:00:00Z
374,AIN,Albany International Corp Class A,stocks,us,XNYS,CS,True,usd,0000819793,BBG000BRWWH3,BBG001S5VKN1,2022-12-15T00:00:00Z
375,AINC,Ashford Inc.,stocks,us,XASE,CS,True,usd,0001604738,BBG0069GSFN2,BBG0069GSFP0,2022-12-15T00:00:00Z
376,AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,stocks,us,XNYS,FUND,True,usd,0001778114,BBG00Q7474K8,BBG00Q7474L7,2022-12-15T00:00:00Z
377,AIP,"Arteris, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001667011,BBG000QMLTK3,BBG001T7VHG1,2022-12-15T00:00:00Z
378,AIQ,Global X Funds Global X Artificial Intelligence & Technology ETF,stocks,us,XNAS,ETF,True,usd,0001432353,BBG00KX8KG94,BBG00KX8KH01,2022-12-15T00:00:00Z
379,AIR,AAR Corp.,stocks,us,XNYS,CS,True,usd,0000001750,BBG000BBGQF1,BBG001S5NJX2,2022-12-15T00:00:00Z
380,AIRC,Apartment Income REIT Corp.,stocks,us,XNYS,CS,True,usd,0001820877,BBG00XK3WVD0,BBG00XK3WWB0,2022-12-15T00:00:00Z
381,AIRG,"Airgain, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001272842,BBG0026ZDGG4,BBG0026ZDGH3,2022-12-15T00:00:00Z
382,AIRI,Air Industries Group,stocks,us,XASE,CS,True,usd,0001009891,BBG000C8XXR0,BBG001SG3M27,2022-12-15T00:00:00Z
383,AIRR,First Trust RBA American Industrial Renaissance ETF,stocks,us,XNAS,ETF,True,usd,0001552740,BBG0063G4FW4,BBG0063G4FX3,2022-12-15T00:00:00Z
384,AIRS,"AirSculpt Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001870940,BBG012V27C29,BBG012V27CX5,2022-12-15T00:00:00Z
385,AIRT,Air T Inc,stocks,us,XNAS,CS,True,usd,0000353184,BBG000BBH316,BBG001S5NJZ0,2022-12-15T00:00:00Z
386,AIRTP,"Air T, Inc. Air T Funding Alpha Income Trust Preferred Securities",stocks,us,XNAS,PFD,True,usd,0000353184,,,2022-12-15T00:00:00Z
387,AIT,"Applied Industrial Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0000109563,BBG000BBHHP9,BBG001S5NK14,2022-12-15T00:00:00Z
388,AIU,Meta Data Limited,stocks,us,XNYS,ADRC,True,usd,0001722380,BBG00K7T3CY7,BBG00K7T3DN7,2022-12-15T00:00:00Z
389,AIV,Apartment Investment and Management Company,stocks,us,XNYS,CS,True,usd,0000922864,BBG000DD3510,BBG001S876N3,2022-12-15T00:00:00Z
390,AIVI,WisdomTree International AI Enhanced Value Fund,stocks,us,ARCX,ETF,True,usd,0001471302,BBG000BT3GK2,BBG001SHL7M6,2022-12-15T00:00:00Z
391,AIVL,WisdomTree U.S. AI Enhanced Value Fund,stocks,us,ARCX,ETF,True,usd,0001350487,BBG000BT2NX4,BBG001SHL7F4,2022-12-15T00:00:00Z
392,AIZ,"Assurant, Inc.",stocks,us,XNYS,CS,True,usd,0001267238,BBG000BZX1N5,BBG001SD9DW5,2022-12-15T00:00:00Z
393,AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",stocks,us,XNYS,SP,True,usd,0001267238,,,2022-12-15T00:00:00Z
394,AJG,Arthur J. Gallagher & Co.,stocks,us,XNYS,CS,True,usd,0000354190,BBG000BBHXQ3,BBG001S5NKC2,2022-12-15T00:00:00Z
395,AJRD,"Aerojet Rocketdyne Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0000040888,BBG000BKRHQ7,BBG001S5RRJ6,2022-12-15T00:00:00Z
396,AJX,Great Ajax Corp.,stocks,us,XNYS,CS,True,usd,0001614806,BBG008200KW9,BBG008200KY7,2022-12-15T00:00:00Z
397,AJXA,Great Ajax Corp.7.25% Convertible Senior Notes due 2024,stocks,us,XNYS,SP,True,usd,0001614806,,,2022-12-15T00:00:00Z
398,AKA,a.k.a. Brands Holding Corp.,stocks,us,XNYS,CS,True,usd,0001865107,BBG0129CWQ14,BBG0129CWQ23,2022-12-15T00:00:00Z
399,AKAM,Akamai Technologies Inc,stocks,us,XNAS,CS,True,usd,0001086222,BBG000BJQWD2,BBG001S7YHX0,2022-12-15T00:00:00Z
400,AKAN,Akanda Corp. Common Shares,stocks,us,XNAS,CS,True,usd,0001888014,BBG013GQ5XT8,BBG013GQ5XV5,2022-12-15T00:00:00Z
401,AKBA,"Akebia Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001517022,BBG000R33R00,BBG001T922S9,2022-12-15T00:00:00Z
402,AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001826574,,,2022-12-15T00:00:00Z
403,AKICU,Sports Ventures Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001826574,,,2022-12-15T00:00:00Z
404,AKICW,Sports Ventures Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001826574,,,2022-12-15T00:00:00Z
405,AKLI,"Akili, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001850266,BBG0119BNH27,BBG0119BNHX3,2022-12-15T00:00:00Z
406,AKO.A,Embotelladora Andina S.A. Series A,stocks,us,XNYS,ADRC,True,usd,0000925261,BBG000J82W71,BBG001S9ZDD6,2022-12-15T00:00:00Z
407,AKO.B,Embotelladora Andina S.A. Series B,stocks,us,XNYS,ADRC,True,usd,0000925261,BBG000DZ2SW8,BBG001S6T4X7,2022-12-15T00:00:00Z
408,AKR,Acadia Realty Trust,stocks,us,XNYS,CS,True,usd,0000899629,BBG000BJGD54,BBG001S7KXT5,2022-12-15T00:00:00Z
409,AKRO,"Akero Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001744659,BBG00L9211Y8,BBG00L9211Z7,2022-12-15T00:00:00Z
410,AKTS,"AKOUSTIS TECHNOLOGIES, INC.",stocks,us,XNAS,CS,True,usd,0001584754,BBG005WX3H09,BBG005WX3H18,2022-12-15T00:00:00Z
411,AKTX,Akari Therapeutics plc ADR (0.01 USD),stocks,us,XNAS,ADRC,True,usd,0001541157,BBG003PMV495,BBG003PMV510,2022-12-15T00:00:00Z
412,AKU,Akumin Inc. Common Stock (DE),stocks,us,XNAS,CS,True,usd,0001776197,BBG00JKSDZK0,BBG00J887YT9,2022-12-15T00:00:00Z
413,AKYA,"Akoya BioSciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001711933,BBG00JX4LRV6,BBG00JX4LRX4,2022-12-15T00:00:00Z
414,AL,Air Lease Corporation,stocks,us,XNYS,CS,True,usd,0001487712,BBG000R3NPZ4,BBG001T92VD1,2022-12-15T00:00:00Z
415,ALB,Albemarle Corporation,stocks,us,XNYS,CS,True,usd,0000915913,BBG000BJ26K7,BBG001S7SBP9,2022-12-15T00:00:00Z
416,ALBO,"Albireo Pharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001322505,BBG000QFLCK5,BBG001SS3WV7,2022-12-15T00:00:00Z
417,ALBT,Avalon GloboCare Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001630212,BBG008648HM7,BBG008648HN6,2022-12-15T00:00:00Z
418,ALC,Alcon Inc. Ordinary Shares,stocks,us,XNYS,CS,True,usd,0001167379,,,2022-12-15T00:00:00Z
419,ALCC,AltC Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001849056,BBG0112CBLW3,BBG0112CBMQ8,2022-12-15T00:00:00Z
420,ALCO,Alico Inc,stocks,us,XNAS,CS,True,usd,0000003545,BBG000BBJR57,BBG001S5NKW0,2022-12-15T00:00:00Z
421,ALDX,"Aldeyra Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001341235,BBG0029H8ZF6,BBG0029H8ZG5,2022-12-15T00:00:00Z
422,ALE,"ALLETE, Inc.",stocks,us,XNYS,CS,True,usd,0000066756,BBG000CYW7N5,BBG001S77110,2022-12-15T00:00:00Z
423,ALEC,"Alector, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001653087,BBG00N0PL198,BBG00N0PL214,2022-12-15T00:00:00Z
424,ALEX,"Alexander & Baldwin, Inc.",stocks,us,XNYS,CS,True,usd,0001545654,BBG00HS2GVL8,BBG00HS2GVM7,2022-12-15T00:00:00Z
425,ALG,"Alamo Group, Inc.",stocks,us,XNYS,CS,True,usd,0000897077,BBG000BJTZX0,BBG001S7YVC2,2022-12-15T00:00:00Z
426,ALGM,"Allegro MicroSystems, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000866291,BBG00H5S8391,BBG00H5S83B8,2022-12-15T00:00:00Z
427,ALGN,Align Technology Inc,stocks,us,XNAS,CS,True,usd,0001097149,BBG000BRNLL2,BBG001SCF1B9,2022-12-15T00:00:00Z
428,ALGS,"Aligos Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001799448,BBG00QX7QH68,BBG00QX7QH77,2022-12-15T00:00:00Z
429,ALGT,Allegiant Travel Company,stocks,us,XNAS,CS,True,usd,0001362468,BBG000LJS6B8,BBG001SQ25S5,2022-12-15T00:00:00Z
430,ALHC,"Alignment Healthcare, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001832466,BBG00ZJ0DSR6,BBG00ZJ0DSS5,2022-12-15T00:00:00Z
431,ALIM,"Alimera Sciences, Inc.",stocks,us,XNAS,CS,True,usd,0001267602,BBG000QLS2G2,BBG001SSBTK7,2022-12-15T00:00:00Z
432,ALIT,"Alight, Inc.",stocks,us,XNYS,CS,True,usd,0001809104,BBG00H00J2N1,BBG00H00J2Q8,2022-12-15T00:00:00Z
433,ALK,"Alaska Air Group, Inc.",stocks,us,XNYS,CS,True,usd,0000766421,BBG000BBL0Y1,BBG001S5NLG6,2022-12-15T00:00:00Z
434,ALKS,Alkermes Inc. plc,stocks,us,XNAS,CS,True,usd,0001520262,,,2022-12-15T00:00:00Z
435,ALKT,"Alkami Technology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001529274,BBG005HTCT54,BBG005HTCT63,2022-12-15T00:00:00Z
436,ALL,The Allstate Corporation,stocks,us,XNYS,CS,True,usd,0000899051,BBG000BVMGF2,BBG001S9BM06,2022-12-15T00:00:00Z
437,ALLE,Allegion Public Limited Company,stocks,us,XNYS,CS,True,usd,0001579241,,,2022-12-15T00:00:00Z
438,ALLG,Allego N.V.,stocks,us,XNYS,CS,True,usd,0001874474,,,2022-12-15T00:00:00Z
439,ALLG.WS,"Allego N.V. Warrants, each exercisable for one Ordinary Share at an exercise price of $11.50 per share",stocks,us,XNYS,WARRANT,True,usd,0001874474,,,2022-12-15T00:00:00Z
440,ALLK,Allakos Inc.,stocks,us,XNAS,CS,True,usd,0001564824,BBG003QBJKN0,BBG003QBJKP8,2022-12-15T00:00:00Z
441,ALLO,"Allogene Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001737287,BBG00KHRRDX3,BBG00KHRRDY2,2022-12-15T00:00:00Z
442,ALLR,"Allarity Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001860657,BBG012NXCZP8,BBG012NXCZQ7,2022-12-15T00:00:00Z
443,ALLT,Allot Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001365767,,,2022-12-15T00:00:00Z
444,ALLY,Ally Financial Inc.,stocks,us,XNYS,CS,True,usd,0000040729,BBG000BC2R71,BBG001S5RLN4,2022-12-15T00:00:00Z
445,ALLpB,The Allstate Corporation 5.100%  Fixed-To-Floating Rate Subordinated Debentures due 2053,stocks,us,XNYS,PFD,True,usd,0000899051,,,2022-12-15T00:00:00Z
446,ALLpG,"The Allstate Corporation Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series G",stocks,us,XNYS,PFD,True,usd,0000899051,,,2022-12-15T00:00:00Z
447,ALLpH,The Allstate Corporation,stocks,us,XNYS,PFD,True,usd,0000899051,,,2022-12-15T00:00:00Z
448,ALLpI,The Allstate Corporation,stocks,us,XNYS,PFD,True,usd,0000899051,,,2022-12-15T00:00:00Z
449,ALNY,"Alnylam Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001178670,BBG000BFGNJ5,BBG001S7FTC8,2022-12-15T00:00:00Z
450,ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001883962,,,2022-12-15T00:00:00Z
451,ALORU,ALSP Orchid Acquisition Corporation I Unit,stocks,us,XNAS,UNIT,True,usd,0001883962,,,2022-12-15T00:00:00Z
452,ALORW,ALSP Orchid Acquisition Corporation I Warrant,stocks,us,XNAS,WARRANT,True,usd,0001883962,,,2022-12-15T00:00:00Z
453,ALOT,"AstroNova, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000008146,BBG000BBMCY4,BBG001S5NLS3,2022-12-15T00:00:00Z
454,ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001842939,BBG00ZL676N9,BBG00ZL676P7,2022-12-15T00:00:00Z
455,ALPAU,Alpha Healthcare Acquisition Corp. III Units,stocks,us,XNAS,UNIT,True,usd,0001842939,BBG00ZK0HGQ7,BBG00ZK0HHK1,2022-12-15T00:00:00Z
456,ALPAW,Alpha Healthcare Acquisition Corp. III Warrant,stocks,us,XNAS,WARRANT,True,usd,0001842939,BBG00ZNQBGG4,,2022-12-15T00:00:00Z
457,ALPN,"Alpine Immune Sciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001626199,BBG001J2LL66,BBG001V0G8Y0,2022-12-15T00:00:00Z
458,ALPP,"Alpine 4 Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001606698,BBG00BBLTGT8,BBG00BBLTGV5,2022-12-15T00:00:00Z
459,ALPS,"Alpine Summit Energy Partners, Inc. Class A Subordinate Voting Shares",stocks,us,XNAS,CS,True,usd,0001882607,BBG012V1Q8J1,BBG001T8ZD74,2022-12-15T00:00:00Z
460,ALR,AlerisLife Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001159281,BBG000BJRQT7,BBG001SC4JB2,2022-12-15T00:00:00Z
461,ALRM,"Alarm.com Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001459200,BBG007GNPYY7,BBG007GNPYZ6,2022-12-15T00:00:00Z
462,ALRN,"Aileron Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001420565,BBG002454KR1,BBG002454KS0,2022-12-15T00:00:00Z
463,ALRS,Alerus Financial Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000903419,BBG000BTXSH7,BBG001SGGKT8,2022-12-15T00:00:00Z
464,ALSA,Alpha Star Acquisition Corporation Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001865111,,,2022-12-15T00:00:00Z
465,ALSAR,Alpha Star Acquisition Corporation Rights,stocks,us,XNAS,RIGHT,True,usd,0001865111,,,2022-12-15T00:00:00Z
466,ALSAU,Alpha Star Acquisition Corporation Units,stocks,us,XNAS,UNIT,True,usd,0001865111,,,2022-12-15T00:00:00Z
467,ALSAW,Alpha Star Acquisition Corporation Warrants,stocks,us,XNAS,WARRANT,True,usd,0001865111,,,2022-12-15T00:00:00Z
468,ALSN,"ALLISON TRANSMISSION HOLDINGS, INC.",stocks,us,XNYS,CS,True,usd,0001411207,BBG001KY3845,BBG001V0T5F3,2022-12-15T00:00:00Z
469,ALT,"Altimmune, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001326190,BBG000FXML90,BBG001SNS461,2022-12-15T00:00:00Z
470,ALTG,Alta Equipment Group Inc.,stocks,us,XNYS,CS,True,usd,0001759824,BBG00NZ6JVD4,BBG00NZ6JW42,2022-12-15T00:00:00Z
471,ALTGpA,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),stocks,us,XNYS,PFD,True,usd,0001759824,,,2022-12-15T00:00:00Z
472,ALTL,Pacer Lunt Large Cap Alternator ETF,stocks,us,ARCX,ETF,True,usd,0001616668,BBG00VP22TF7,BBG00VP22V71,2022-12-15T00:00:00Z
473,ALTO,"Alto Ingredients, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000778164,BBG000K4WSD7,BBG001SCBYZ5,2022-12-15T00:00:00Z
474,ALTR,Altair Engineering Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001701732,BBG000PN9NB9,BBG001SR65P2,2022-12-15T00:00:00Z
475,ALTU,Altitude Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001822366,BBG00YMVNVR9,BBG00YMVNVS8,2022-12-15T00:00:00Z
476,ALTUU,Altitude Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001822366,BBG00XMLWL40,BBG00XMLWLZ6,2022-12-15T00:00:00Z
477,ALTUW,Altitude Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001822366,BBG00Z1YBRR5,,2022-12-15T00:00:00Z
478,ALTY,Global X Funds Global X Alternative Income ETF,stocks,us,XNAS,ETF,True,usd,0001432353,BBG009L6H4R7,BBG009L6H4S6,2022-12-15T00:00:00Z
479,ALV,"Autoliv, Inc.",stocks,us,XNYS,CS,True,usd,0001034670,BBG000BVLRY8,BBG001S9YRV6,2022-12-15T00:00:00Z
480,ALVO,Alvotech Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001898416,,,2022-12-15T00:00:00Z
481,ALVOW,Alvotech Warrant,stocks,us,XNAS,WARRANT,True,usd,0001898416,,,2022-12-15T00:00:00Z
482,ALVR,"AlloVir, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001754068,BBG00P80SH34,BBG00P80SH43,2022-12-15T00:00:00Z
483,ALX,Alexander's Inc.,stocks,us,XNYS,CS,True,usd,0000003499,BBG000BBNLK8,BBG001S5NM92,2022-12-15T00:00:00Z
484,ALXO,ALX Oncology Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001810182,BBG00VR8SDG8,BBG00VR8SF73,2022-12-15T00:00:00Z
485,ALYA,Alithya Group inc. Class A Subordinate Voting Shares,stocks,us,XNAS,CS,True,usd,0001734520,BBG00MFNPFZ5,BBG00MFNPGQ3,2022-12-15T00:00:00Z
486,ALZN,"Alzamend Neuro, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001677077,BBG00ZMXG7M8,BBG00ZMXG7N7,2022-12-15T00:00:00Z
487,ALpA,"Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series A",stocks,us,XNYS,PFD,True,usd,0001487712,,,2022-12-15T00:00:00Z
488,AM,Antero Midstream Corporation Common Stock,stocks,us,XNYS,CS,True,usd,0001623925,BBG00GBNZ4M0,BBG00GBNZ4N9,2022-12-15T00:00:00Z
489,AMAL,Amalgamated Financial Corp. Common Stock (DE),stocks,us,XNAS,CS,True,usd,0001823608,BBG00XRT7YX6,BBG00XRT7YY5,2022-12-15T00:00:00Z
490,AMAM,Ambrx Biopharma Inc. American Depositary Shares (each representing seven Ordinary Shares),stocks,us,XNYS,ADRC,True,usd,0001836056,BBG0118LMRT6,BBG0118LMSN0,2022-12-15T00:00:00Z
