,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
160,ADERU,26 Capital Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001822912,BBG00YNKD509,BBG00YNKD5V5,2022-12-15T00:00:00Z
161,ADERW,26 Capital Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001822912,BBG00Z48HJJ0,,2022-12-15T00:00:00Z
162,ADES,"Advanced Emissions Solutions, Inc",stocks,us,XNAS,CS,True,usd,0001515156,BBG000JFNL85,BBG001S7XN59,2022-12-15T00:00:00Z
163,ADEX,Adit EdTech Acquisition Corp,stocks,us,XNYS,CS,True,usd,0001830029,BBG00YPSML05,BBG00YPSMLV1,2022-12-15T00:00:00Z
164,ADEX.U,"Adit EdTech Acquisition Corp Units, each consisting of one share of common stock, and one-half of one redeemable warrant",stocks,us,XNYS,UNIT,True,usd,0001830029,BBG00YNK5BL2,BBG00YNK5CG6,2022-12-15T00:00:00Z
165,ADEX.WS,"Adit EdTech Acquisition Corp Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share",stocks,us,XNYS,WARRANT,True,usd,0001830029,BBG00YPSXJC5,,2022-12-15T00:00:00Z
166,ADFI,Anfield Dynamic Fixed Income ETF,stocks,us,BATS,ETF,True,usd,,BBG00WRFGTJ5,BBG00WRFGV91,2022-12-15T00:00:00Z
167,ADI,"Analog Devices, Inc.",stocks,us,XNAS,CS,True,usd,0000006281,BBG000BB6G37,BBG001S5ND38,2022-12-15T00:00:00Z
168,ADIL,"Adial Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,0001513525,BBG00HNGDTR4,BBG00HNGDTS3,2022-12-15T00:00:00Z
169,ADILW,"Adial Pharmaceuticals, Inc Warrant",stocks,us,XNAS,WARRANT,True,usd,0001513525,BBG00LLBDVV8,,2022-12-15T00:00:00Z
170,ADIV,SmartETFs Asia Pacific Dividend Builder ETF,stocks,us,ARCX,ETF,True,usd,,BBG00ZV17TH6,BBG00ZV17VD5,2022-12-15T00:00:00Z
171,ADM,Archer Daniels Midland Company,stocks,us,XNYS,CS,True,usd,0000007084,BBG000BB6WG8,BBG001S5ND74,2022-12-15T00:00:00Z
172,ADMA,"ADMA Biologics, Inc.",stocks,us,XNAS,CS,True,usd,0001368514,BBG002NCK5M5,BBG002NCK5N4,2022-12-15T00:00:00Z
173,ADME,Aptus Behavioral Momentum ETF,stocks,us,BATS,ETF,True,usd,0001753220,BBG00D20HG22,BBG00D20HG31,2022-12-15T00:00:00Z
174,ADMP,Adamis Pharmaceuticals Corporation,stocks,us,XNAS,CS,True,usd,0000887247,BBG000BYB544,BBG001S7DWV2,2022-12-15T00:00:00Z
175,ADN,"Advent Technologies Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001744494,BBG00MDV8X34,BBG00MDV8XV3,2022-12-15T00:00:00Z
176,ADNT,Adient plc Ordinary Shares,stocks,us,XNYS,CS,True,usd,0001670541,,,2022-12-15T00:00:00Z
177,ADNWW,"Advent Technologies Holdings, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001744494,BBG00MVVPD93,,2022-12-15T00:00:00Z
178,ADOC,Edoc Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001824884,,,2022-12-15T00:00:00Z
179,ADOCR,Edoc Acquisition Corp. Right,stocks,us,XNAS,RIGHT,True,usd,0001824884,,,2022-12-15T00:00:00Z
180,ADOCW,Edoc Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001824884,,,2022-12-15T00:00:00Z
181,ADP,Automatic Data Processing,stocks,us,XNAS,CS,True,usd,0000008670,BBG000JG0547,BBG001S82KF6,2022-12-15T00:00:00Z
182,ADPT,Adaptive Biotechnologies Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001478320,BBG001J2PFF5,BBG001V0GG18,2022-12-15T00:00:00Z
183,ADPV,Adaptiv Select ETF,stocks,us,ARCX,ETF,True,usd,,BBG01BBJQ2C4,BBG01BBJQ3B3,2022-12-15T00:00:00Z
184,ADRA,Adara Acquisition Corp.,stocks,us,XASE,CS,True,usd,0001823584,BBG00YB0X2R2,BBG00YB0X2S1,2022-12-15T00:00:00Z
185,ADRA.U,"Adara Acquisition Corp. Units, each consisting of one share of Class A common stock, and one-half of one redeemable warrant",stocks,us,XASE,UNIT,True,usd,0001823584,BBG00Y78GF09,BBG00Y78GFZ1,2022-12-15T00:00:00Z
186,ADRA.WS,"Adara Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",stocks,us,XASE,WARRANT,True,usd,0001823584,BBG00ZS05J95,,2022-12-15T00:00:00Z
187,ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,stocks,us,XNAS,ETF,True,usd,0001169717,BBG000FQ6838,BBG001SBZBZ1,2022-12-15T00:00:00Z
188,ADRT,Ault Disruptive Technologies Corporation,stocks,us,XASE,CS,True,usd,0001864032,BBG013DRDYC6,BBG013DRDYD5,2022-12-15T00:00:00Z
189,ADRT.U,"Ault Disruptive Technologies Corporation Units, each consisting of one share of Common Stock, and three-fourths of one Redeemable Warrant to purchase one share of Common Stock",stocks,us,XASE,UNIT,True,usd,0001864032,BBG013DRFC78,BBG013DRFD21,2022-12-15T00:00:00Z
190,ADSE,ADS-TEC ENERGY PLC Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001879248,,,2022-12-15T00:00:00Z
191,ADSEW,ADS-TEC ENERGY PLC Warrant,stocks,us,XNAS,WARRANT,True,usd,0001879248,,,2022-12-15T00:00:00Z
192,ADSK,Autodesk Inc,stocks,us,XNAS,CS,True,usd,0000769397,BBG000BM7HL0,BBG001S5SCD4,2022-12-15T00:00:00Z
193,ADT,ADT Inc.,stocks,us,XNYS,CS,True,usd,0001703056,BBG000BP9WJ1,BBG001S6VGG6,2022-12-15T00:00:00Z
194,ADTH,"AdTheorent Holding Company, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001838672,BBG00Z4H6KP2,BBG00Z4H6LJ7,2022-12-15T00:00:00Z
195,ADTHW,"AdTheorent Holding Company, Inc. Warrants",stocks,us,XNAS,WARRANT,True,usd,0001838672,BBG00Z4JDBY0,,2022-12-15T00:00:00Z
196,ADTN,"ADTRAN Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000926282,BBG0169CH7X9,BBG0169CH7Y8,2022-12-15T00:00:00Z
197,ADTX,"Aditxt, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001726711,BBG00RDV1WS5,BBG00RDV1WT4,2022-12-15T00:00:00Z
198,ADUS,Addus HomeCare Corp.,stocks,us,XNAS,CS,True,usd,0001468328,BBG000NJGX84,BBG001T56D18,2022-12-15T00:00:00Z
199,ADV,Advantage Solutions Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001776661,BBG00PPWZ8C7,BBG00PPWZ8G3,2022-12-15T00:00:00Z
200,ADVM,"Adverum Biotechnologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001501756,BBG006D9MR17,BBG006D9MR26,2022-12-15T00:00:00Z
201,ADVWW,Advantage Solutions Inc. Warrant,stocks,us,XNAS,WARRANT,True,usd,,BBG00Q6CTMG2,,2022-12-15T00:00:00Z
202,ADX,"Adams Diversified Equity Fund, Inc",stocks,us,XNYS,FUND,True,usd,0000002230,BBG000BB8MR6,BBG001S5NDV7,2022-12-15T00:00:00Z
203,ADXN,Addex Therapeutics Ltd American Depositary Shares,stocks,us,XNAS,ADRC,True,usd,0001574232,BBG00R48ST95,BBG00R48SV18,2022-12-15T00:00:00Z
204,AE,Adams Resources & Energy Inc.,stocks,us,XASE,CS,True,usd,0000002178,BBG000BB92C5,BBG001S5NDW6,2022-12-15T00:00:00Z
205,AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,stocks,us,XNAS,CS,True,usd,0001827392,,,2022-12-15T00:00:00Z
206,AEACU,Authentic Equity Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001827392,,,2022-12-15T00:00:00Z
207,AEACW,Authentic Equity Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001827392,,,2022-12-15T00:00:00Z
208,AEAE,AltEnergy Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001852016,BBG0136JW4J0,BBG0136JW5C4,2022-12-15T00:00:00Z
209,AEAEU,AltEnergy Acquisition Corp. Unit,stocks,us,XNAS,UNIT,True,usd,0001852016,BBG0122Q7C82,BBG0122Q7D35,2022-12-15T00:00:00Z
210,AEAEW,AltEnergy Acquisition Corp. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001852016,BBG0123Q8YH2,,2022-12-15T00:00:00Z
211,AEE,Ameren Corporation,stocks,us,XNYS,CS,True,usd,0001002910,BBG000B9X8C0,BBG001S5NF24,2022-12-15T00:00:00Z
212,AEF,"abrdn Emerging Markets Equity Income Fund, Inc.",stocks,us,XASE,FUND,True,usd,0000846676,BBG000BGWCV5,BBG001S5QCR1,2022-12-15T00:00:00Z
213,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,stocks,us,XNYS,SP,True,usd,0000769218,,,2022-12-15T00:00:00Z
214,AEG,AEGON N.V.,stocks,us,XNYS,,True,usd,0000769218,BBG000CKQSN6,BBG001S6Y6M8,2022-12-15T00:00:00Z
215,AEHA,Aesther Healthcare Acquisition Corp Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001869974,BBG011WXCRR6,BBG011WXCRT4,2022-12-15T00:00:00Z
216,AEHAU,Aesther Healthcare Acquisition Corp Units,stocks,us,XNAS,UNIT,True,usd,0001869974,BBG011WHDM19,BBG011WHDMW5,2022-12-15T00:00:00Z
217,AEHAW,Aesther Healthcare Acquisition Corp Warrants,stocks,us,XNAS,WARRANT,True,usd,0001869974,BBG013BW1D09,,2022-12-15T00:00:00Z
218,AEHL,Antelope Enterprise Holdings Limited Common Stock (0.024 par),stocks,us,XNAS,CS,True,usd,0001470683,,,2022-12-15T00:00:00Z
219,AEHR,Aehr Test Systems,stocks,us,XNAS,CS,True,usd,0001040470,BBG000BWM083,BBG001SB1CS4,2022-12-15T00:00:00Z
220,AEI,Alset Inc. Common Stock (TX),stocks,us,XNAS,CS,True,usd,0001750106,BBG000PZLNH2,BBG001SRKK73,2022-12-15T00:00:00Z
221,AEIS,Advanced Energy Industries Inc,stocks,us,XNAS,CS,True,usd,0000927003,BBG000FKMP26,BBG001S8L5Z6,2022-12-15T00:00:00Z
222,AEL,American Equity Investment Life Holding Company,stocks,us,XNYS,CS,True,usd,0001039828,BBG000BB6H99,BBG001S5T012,2022-12-15T00:00:00Z
223,AELpA,"American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series A",stocks,us,XNYS,PFD,True,usd,0001039828,,,2022-12-15T00:00:00Z
224,AELpB,"American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1, 000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series B",stocks,us,XNYS,PFD,True,usd,0001039828,,,2022-12-15T00:00:00Z
225,AEM,Agnico Eagle Mines Ltd.,stocks,us,XNYS,CS,True,usd,0000002809,BBG000DLVDK3,BBG001S77MK3,2022-12-15T00:00:00Z
226,AEMB,American Century Emerging Markets Bond ETF,stocks,us,ARCX,ETF,True,usd,0001481714,BBG011MFG4L9,BBG011MFG5H1,2022-12-15T00:00:00Z
227,AEMD,AETHLON MEDICAL INC,stocks,us,XNAS,CS,True,usd,0000882291,BBG000L78XT8,BBG001SDDHJ6,2022-12-15T00:00:00Z
228,AENZ,Aenza S.A.A. American Depositary Shares (each representing fifteen (15) Common Shares),stocks,us,XNYS,ADRC,True,usd,0001572621,BBG004ND4949,BBG004ND4B26,2022-12-15T00:00:00Z
229,AEO,American Eagle Outfitters,stocks,us,XNYS,CS,True,usd,0000919012,BBG000BGXZB5,BBG001S7Q949,2022-12-15T00:00:00Z
230,AEP,"American Electric Power Company, Inc.",stocks,us,XNAS,CS,True,usd,0000004904,BBG000BB9KF2,BBG001S5NFD2,2022-12-15T00:00:00Z
231,AEPPZ,"American Electric Power Company, Inc. Corporate Units",stocks,us,XNAS,,True,usd,,,,2022-12-15T00:00:00Z
232,AER,Aercap Holdings N.V.,stocks,us,XNYS,CS,True,usd,0001378789,,,2022-12-15T00:00:00Z
233,AERC,"AeroClean Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001872356,BBG013P0RX66,BBG013P0RY19,2022-12-15T00:00:00Z
234,AES,AES Corporation,stocks,us,XNYS,CS,True,usd,0000874761,BBG000C23KJ3,BBG001S6B1L5,2022-12-15T00:00:00Z
235,AESC,The AES Corporation,stocks,us,XNYS,SP,True,usd,0000874761,,,2022-12-15T00:00:00Z
236,AESR,Anfield U.S. Equity Sector Rotation ETF,stocks,us,BATS,ETF,True,usd,,BBG00R4084K6,BBG00R408596,2022-12-15T00:00:00Z
237,AEVA,"Aeva Technologies, Inc.",stocks,us,XNYS,CS,True,usd,0001789029,BBG00RK5L2N3,BBG00RK5L2P1,2022-12-15T00:00:00Z
238,AEVA.WS,"Aeva Technologies, Inc. Redeemable Warrants, each whole warrant exercisable for shares of common stock at an exercise price of $11.50 per share",stocks,us,XNYS,WARRANT,True,usd,0001789029,BBG00RYQY3V7,,2022-12-15T00:00:00Z
239,AEY,"ADDvantage Technologies Group, Inc.",stocks,us,XNAS,CS,True,usd,0000874292,BBG000CFWHD5,BBG001S6VBQ6,2022-12-15T00:00:00Z
240,AEYE,"AudioEye, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001362190,BBG002ZQLQB6,BBG002ZQLQC5,2022-12-15T00:00:00Z
241,AEZS,"Aeterna Zentaris, Inc.",stocks,us,XNAS,CS,True,usd,0001113423,BBG000LZRK22,BBG001S63T33,2022-12-15T00:00:00Z
242,AFAQ,AF Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001841661,BBG00ZHS6LG2,BBG00ZHS6M98,2022-12-15T00:00:00Z
243,AFAQU,AF Acquisition Corp. Units,stocks,us,XNAS,UNIT,True,usd,0001841661,BBG00ZGHYJH0,BBG00ZGHYKB3,2022-12-15T00:00:00Z
244,AFAQW,AF Acquisition Corp. Warrants,stocks,us,XNAS,WARRANT,True,usd,0001841661,BBG00ZHYTK94,,2022-12-15T00:00:00Z
245,AFAR,Aura FAT Projects Acquisition Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001901886,,,2022-12-15T00:00:00Z
246,AFARU,Aura FAT Projects Acquisition Corp Unit,stocks,us,XNAS,UNIT,True,usd,0001901886,,,2022-12-15T00:00:00Z
247,AFARW,Aura FAT Projects Acquisition Corp Warrant,stocks,us,XNAS,WARRANT,True,usd,0001901886,,,2022-12-15T00:00:00Z
248,AFB,"Alliance National Municipal Income Fund, Inc.",stocks,us,XNYS,FUND,True,usd,0001162027,BBG000DTM676,BBG001SK6452,2022-12-15T00:00:00Z
249,AFBI,"Affinity Bancshares, Inc. Common Stock (MD)",stocks,us,XNAS,CS,True,usd,0001823406,BBG00XH58W17,BBG00XH58WY1,2022-12-15T00:00:00Z
250,AFCG,"AFC Gamma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001822523,BBG00YPSX4X5,BBG00YPSX5R9,2022-12-15T00:00:00Z
251,AFG,"American Financial Group, Inc.",stocks,us,XNYS,CS,True,usd,0001042046,BBG000DPKKK0,BBG001S8JK86,2022-12-15T00:00:00Z
252,AFGB,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",stocks,us,XNYS,SP,True,usd,0001042046,,,2022-12-15T00:00:00Z
253,AFGC,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",stocks,us,XNYS,SP,True,usd,0001042046,,,2022-12-15T00:00:00Z
254,AFGD,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",stocks,us,XNYS,SP,True,usd,0001042046,,,2022-12-15T00:00:00Z
255,AFGE,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",stocks,us,XNYS,SP,True,usd,0001042046,,,2022-12-15T00:00:00Z
256,AFIB,"Acutus Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001522860,BBG001YSZT60,BBG001YSZT79,2022-12-15T00:00:00Z
257,AFIF,Anfield Universal Fixed Income ETF,stocks,us,BATS,ETF,True,usd,,BBG00LZQ9356,BBG00LZQ93Z3,2022-12-15T00:00:00Z
258,AFK,VanEck Africa Index ETF,stocks,us,ARCX,ETF,True,usd,0001137360,BBG000H0B9J8,BBG001T33P37,2022-12-15T00:00:00Z
259,AFL,Aflac Inc.,stocks,us,XNYS,CS,True,usd,0000004977,BBG000BBBNC6,BBG001S5NGJ4,2022-12-15T00:00:00Z
260,AFLG,First Trust Active Factor Large Cap ETF,stocks,us,ARCX,ETF,True,usd,0001667919,BBG00QZ0DQB9,BBG00QZ0DR27,2022-12-15T00:00:00Z
261,AFMC,First Trust Active Factor Mid Cap ETF,stocks,us,ARCX,ETF,True,usd,0001667919,BBG00QZ0GVP0,BBG00QZ0GWH7,2022-12-15T00:00:00Z
262,AFMD,Affimed N.V.,stocks,us,XNAS,CS,True,usd,0001608390,,,2022-12-15T00:00:00Z
263,AFRI,Forafric Global PLC Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001903870,,,2022-12-15T00:00:00Z
264,AFRIW,Forafric Global PLC Warrants,stocks,us,XNAS,WARRANT,True,usd,0001903870,,,2022-12-15T00:00:00Z
265,AFRM,"Affirm Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001820953,BBG00Y7BP8Y1,BBG00Y7BP8Z0,2022-12-15T00:00:00Z
266,AFSM,First Trust Active Factor Small Cap ETF,stocks,us,ARCX,ETF,True,usd,0001667919,BBG00QZ0H932,BBG00QZ0H9W0,2022-12-15T00:00:00Z
267,AFT,Apollo Senior Floating Rate Fund Inc.,stocks,us,XNYS,FUND,True,usd,0001502573,BBG00174L007,BBG001TCQ4W7,2022-12-15T00:00:00Z
268,AFTR,AfterNext HealthTech Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001865975,,,2022-12-15T00:00:00Z
269,AFTR.U,"AfterNext HealthTech Acquisition Corp. Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",stocks,us,XNYS,UNIT,True,usd,0001865975,,,2022-12-15T00:00:00Z
270,AFTR.WS,"AfterNext HealthTech Acquisition Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",stocks,us,XNYS,WARRANT,True,usd,0001865975,,,2022-12-15T00:00:00Z
271,AFTY,Pacer CSOP FTSE China A50 ETF,stocks,us,ARCX,ETF,True,usd,0001616668,BBG0087HJHZ1,BBG0087HJJ05,2022-12-15T00:00:00Z
272,AFYA,Afya Limited Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001771007,,,2022-12-15T00:00:00Z
273,AG,FIRST MAJESTIC SILVER CORP,stocks,us,XNYS,CS,True,usd,0001308648,BBG000CH7WB8,BBG001SGV444,2022-12-15T00:00:00Z
274,AGAC,African Gold Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001833909,,,2022-12-15T00:00:00Z
275,AGAC.U,"African Gold Acquisition Corporation Units, each consisting of one Class A ordinary share and  three-quarters of one redeemable warrant",stocks,us,XNYS,UNIT,True,usd,0001833909,,,2022-12-15T00:00:00Z
276,AGAC.WS,"African Gold Acquisition Corporation Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",stocks,us,XNYS,WARRANT,True,usd,0001833909,,,2022-12-15T00:00:00Z
277,AGAE,Allied Gaming & Entertainment Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001708341,BBG00J2442Y1,BBG00J2443N1,2022-12-15T00:00:00Z
278,AGBA,AGBA Group Holding Limited Ordinary Share,stocks,us,XNAS,CS,True,usd,0001769624,,,2022-12-15T00:00:00Z
279,AGBAW,AGBA Group Holding Limited Warrant,stocks,us,XNAS,WARRANT,True,usd,0001769624,,,2022-12-15T00:00:00Z
280,AGCB,Altimeter Growth Corp. 2,stocks,us,XNYS,CS,True,usd,0001830232,,,2022-12-15T00:00:00Z
281,AGCO,AGCO Corporation,stocks,us,XNYS,CS,True,usd,0000880266,BBG000DCCZW2,BBG001S7WHW3,2022-12-15T00:00:00Z
282,AGD,abrdn Global Dynamic Dividend Fund,stocks,us,XNYS,FUND,True,usd,0001362481,BBG000DJLNL6,BBG001SMLZ16,2022-12-15T00:00:00Z
283,AGE,"AgeX Therapeutics, Inc.",stocks,us,XASE,CS,True,usd,0001708599,BBG00HCXQ7B0,BBG00HCXQ7C9,2022-12-15T00:00:00Z
284,AGEN,Agenus Inc.,stocks,us,XNAS,CS,True,usd,0001098972,BBG000C8SWQ9,BBG001SDV370,2022-12-15T00:00:00Z
285,AGFS,"AgroFresh Solutions, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001592016,BBG00699CVL2,BBG00699CWB1,2022-12-15T00:00:00Z
286,AGFY,Agrify Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0001800637,BBG00R295MM0,BBG00R295MQ6,2022-12-15T00:00:00Z
287,AGG,iShares Core U.S. Aggregate Bond ETF,stocks,us,ARCX,ETF,True,usd,0001100663,BBG000Q123R0,BBG001SM1QT8,2022-12-15T00:00:00Z
288,AGGH,Simplify Aggregate Bond PLUS Credit Hedge ETF,stocks,us,ARCX,ETF,True,usd,0001810747,BBG015BC7V75,BBG015BC7WS0,2022-12-15T00:00:00Z
289,AGGR,Agile Growth Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001842329,,,2022-12-15T00:00:00Z
290,AGGRU,Agile Growth Corp. Units,stocks,us,XNAS,UNIT,True,usd,0001842329,,,2022-12-15T00:00:00Z
291,AGGRW,Agile Growth Corp. Warrant.,stocks,us,XNAS,WARRANT,True,usd,0001842329,,,2022-12-15T00:00:00Z
292,AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,stocks,us,ARCX,ETF,True,usd,0001350487,BBG009KCY2B7,BBG009KCY2C6,2022-12-15T00:00:00Z
293,AGI,Alamos Gold Inc. Class A Common Shares,stocks,us,XNYS,CS,True,usd,0001178819,BBG009HT6BL4,BBG009HT65S0,2022-12-15T00:00:00Z
294,AGIH,iShares Inflation Hedged U.S. Aggregate Bond ETF,stocks,us,ARCX,ETF,True,usd,0001524513,BBG018585155,BBG018585342,2022-12-15T00:00:00Z
295,AGIL,"AgileThought, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001790625,BBG00QYKZB43,BBG00RCQNY45,2022-12-15T00:00:00Z
296,AGILW,"AgileThought, Inc. Warrant",stocks,us,XNAS,WARRANT,True,usd,0001790625,BBG00RCQNTT9,,2022-12-15T00:00:00Z
297,AGIO,"Agios Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001439222,BBG000QY4ZD0,BBG001T8R687,2022-12-15T00:00:00Z
298,AGL,"agilon health, inc.",stocks,us,XNYS,CS,True,usd,0001831097,BBG00HCYVQQ4,BBG00HCYVQR3,2022-12-15T00:00:00Z
299,AGLE,"Aeglea BioTherapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001636282,BBG0067L94B2,BBG0067L94C1,2022-12-15T00:00:00Z
300,AGM,Federal Agricultural Mortgage Corporation,stocks,us,XNYS,CS,True,usd,0000845877,BBG000G8ZKY4,BBG001SCWNB2,2022-12-15T00:00:00Z
301,AGM.A,Federal Agricultural Mortgage Corporation Class A Voting,stocks,us,XNYS,CS,True,usd,0000845877,BBG000G8Y1Z6,BBG001SCWN95,2022-12-15T00:00:00Z
302,AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001705402,,,2022-12-15T00:00:00Z
303,AGMpC,"Federal Agricultural Mortgage Corporation 6.000% Fixed-to-Floating Rate Non-Cumulative Preferred Stock, Series C",stocks,us,XNYS,PFD,True,usd,0000845877,,,2022-12-15T00:00:00Z
304,AGMpD,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",stocks,us,XNYS,PFD,True,usd,0000845877,,,2022-12-15T00:00:00Z
305,AGMpE,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",stocks,us,XNYS,PFD,True,usd,0000845877,,,2022-12-15T00:00:00Z
306,AGMpF,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",stocks,us,XNYS,PFD,True,usd,0000845877,,,2022-12-15T00:00:00Z
307,AGMpG,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",stocks,us,XNYS,PFD,True,usd,0000845877,,,2022-12-15T00:00:00Z
308,AGNC,AGNC Investment Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001423689,BBG000TJ8XZ7,BBG001T074G2,2022-12-15T00:00:00Z
309,AGNCL,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock",stocks,us,XNAS,,True,usd,0001423689,,,2022-12-15T00:00:00Z
310,AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,stocks,us,XNAS,PFD,True,usd,0001423689,,,2022-12-15T00:00:00Z
311,AGNCN,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 7 percent Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock",stocks,us,XNAS,PFD,True,usd,0001423689,,,2022-12-15T00:00:00Z
312,AGNCO,"AGNC Investment Corp. Depositary Shares, each representing a 1/1,000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",stocks,us,XNAS,,True,usd,0001423689,,,2022-12-15T00:00:00Z
313,AGNCP,"AGNC Investment Corp. Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",stocks,us,XNAS,PFD,True,usd,0001423689,,,2022-12-15T00:00:00Z
314,AGNG,Global X Funds Global X Aging Population ETF,stocks,us,XNAS,ETF,True,usd,0001432353,BBG00CVW2JC1,BBG00CVW2JD0,2022-12-15T00:00:00Z
315,AGO,"Assured Guaranty, LTD",stocks,us,XNYS,CS,True,usd,0001273813,,,2022-12-15T00:00:00Z
316,AGOV,ETC Gavekal Asia Pacific Government Bond ETF,stocks,us,ARCX,ETF,True,usd,,BBG011WV0B43,BBG011WV0BZ9,2022-12-15T00:00:00Z
317,AGOX,Adaptive Alpha Opportunities ETF,stocks,us,ARCX,ETF,True,usd,,BBG010WX25M2,BBG010WX26H6,2022-12-15T00:00:00Z
318,AGQ,ProShares Ultra Silver,stocks,us,ARCX,ETV,True,usd,0001415311,BBG000F7KQG0,BBG001T2GCT6,2022-12-15T00:00:00Z
319,AGR,"Avangrid, Inc.",stocks,us,XNYS,CS,True,usd,0001634997,BBG00B8NWRF5,BBG00B8NWRH3,2022-12-15T00:00:00Z
320,AGRH,iShares Interest Rate Hedged U.S. Aggregate Bond ETF,stocks,us,ARCX,ETF,True,usd,0001524513,BBG01858ZD01,BBG01858ZF15,2022-12-15T00:00:00Z
321,AGRI,AgriFORCE Growing Systems Ltd. Common Shares,stocks,us,XNAS,CS,True,usd,0001826397,,,2022-12-15T00:00:00Z
322,AGRIW,AgriFORCE Growing Systems Ltd. Warrant,stocks,us,XNAS,WARRANT,True,usd,0001826397,,,2022-12-15T00:00:00Z
